C38155|recurrent-disease
C78029|acefluranol
C74147|clometherone
C78030|cyclofenil
C65687|fispemifene
C28211|enclomiphene
C90720|nitromifene
C90721|nitromifene-citrate
C90722|ormeloxifene
C66304|panomifene
C142980|selective-estrogen-receptor-covalent-antagonist-h3b-6545
C61494|tas-108
C75196|tesmilifene
C1158|mepitiostane
C2116|selective-estrogen-receptor-down-regulator
C106235|selective-estrogen-receptor-degrader-arn-810
C140354|serd-sar439859
C147030|serd-gdc-9545
C1379|fulvestrant
C122834|selective-estrogen-receptor-degrader-azd9496
C128280|selective-estrogen-receptor-degrader-lsz102
C129824|antineoplastic-protein-inhibitor
C150216|ape1ref-1-redox-inhibitor-apx3330
C103828|galectin-1-inhibitor-otx008
C106253|cxcr4-peptide-antagonist-ly2510924
C125193|xpo1-inhibitor-kpt-8602
C148491|her2-targeted-darpin-mp0274
C90574|iap-inhibitor-at-406
C103297|nucleolin-antagonist-ipp-204106n
C62771|obatoclax-mesylate
C95709|prohibitin-targeting-peptide-1
C103147|venetoclax
C128246|xpo1-inhibitor-sl-801
C117236|vegfhgf-targeting-darpin-mp0250
C61329|z-360
C2842|dna-binding-agent
C95893|g-quadruplex-stabilizer-bmvc
C62763|pm00104
C25760|dna-crosslinking-agent
C72699|amotosalen-hydrochloride
C29435|dna-minor-groove-binding-agent-sg2000
C1134|indicine-n-oxide
C953|azp
C82382|lurbinectedin
C2586|psoralen
C582|dna-intercalating-agent
C988|acodazole
C71627|acodazole-hydrochloride
C203|acridine
C76756|amotosalen
C61306|amonafide-l-malate
C240|amsacrine
C96771|amsacrine-lactate
C1339|bw-a773u
C73611|bisnafide
C73307|bisnafide-dimesylate
C28882|cesalin
C81191|crisnatol
C83649|datelliptium
C76759|datelliptium-chloride
C83682|ditercalinium
C1354|crisnatol-mesylate
C462|echinomycin
C77561|ditercalinium-chloride
C1615|elinafide
C29022|homidium-chloride
C66165|mitonafide
C66330|pazelliptine
C694|nitracrine
C76757|pinafide
C82398|pixantrone-dimaleate
C26663|pixantrone
C2107|anthrapyrazole-antineoplastic-antibiotic
C2706|anthrapyrazole
C72077|losoxantrone-hydrochloride
C1182|piroxantrone
C1521|losoxantrone
C72829|piroxantrone-hydrochloride
C81423|nortopixantrone
C1576|sedoxantrone-trihydrochloride
C74544|teloxantrone-hydrochloride
C75124|topixantrone
C1520|teloxantrone
C2163|dna-adduct-forming-agent
C29333|prospidium-chloride
C48370|afp464
C196|benzoapyrene-78-diol-910-epoxide
C102847|carmustine-sustained-release-implant-wafer
C64189|n-desmethyltamoxifen
C1207|pyrazine-diazohydroxide
C2161|dna-groove-binding-agent
C2162|dna-major-groove-binding-agent
C61441|terameprocol
C1564|pyrazoloacridine
C2115|dna-minor-groove-binding-agent
C95888|dna-minor-groove-binding-agent-pm060184
C252|anthramycin
C1691|trabectedin
C1864|ms-247
C1742|angiogenesis-inhibitor
C71539|angiogenesis-inhibitor-gt-111
C95202|angiogenesisheparanase-inhibitor-pg545
C126644|anti-vegfang2-nanobody-bi-836880
C99761|antiangiogenic-drug-combination-tl-118
C90656|beloranib
C88296|dalantercept
C2508|dextromethorphan-acetic-acid
C95724|mtf-1-inhibitor-apto-253-hcl
C96232|ng-nitro-l-arginine
C102850|naphthalimide-analogue-unbs5162
C90657|pegaptanib
C95230|pegaptanib-sodium
C1865|ribozyme-rpi4610
C90537|plasmid-encoding-antiangiogenic-metargidin-peptide
C64766|sinomenine
C91711|trebananib
C1596|zd0101
C2143|endothelial-cell-inhibitor
C48383|cngrc-peptide-tnf-alpha-conjugate
C38129|ppi-2458
C92583|polyethylene-glycol-recombinant-endostatin
C2047|prolactin-16-kd-fragment
C143004|squalamine
C1482|squalamine-lactate
C2144|endothelial-specific-integrinsurvival-signaling-inhibitor
C2734|vitaxin-2
C1834|cilengitide
C96223|integrin-receptor-antagonist-glpg0187
C61501|e7820
C2050|alpha-v-beta-inhibitor
C52185|atn-161
C1971|angiogenesis-activator-inhibitor
C1120|halofuginone
C2719|monoclonal-antibody-humv833
C1519|roquinimex
C37447|abt-510
C53399|adh-1
C2016|gem-220
C2656|halofuginone-hydrobromide
C1888|nm-3
C729|penicillamine
C853|suramin
C1848|suramin-sodium
C1605|tecogalan-sodium
C2682|ziv-aflibercept
C225|recombinant-interferon-alfa
C87296|albinterferon-alfa-2b
C2220|interferon-alfa-n1
C30136|interferon-alfa-n3
C1766|interferon-alfacon-1
C97509|multi-subtype-natural-human-leukocyte-interferon-alpha
C71159|natural-ifn-alpha-opc-18
C111892|peg-proline-interferon-alfa-2b
C53411|recombinant-interferon-alfa-1b
C1952|recombinant-interferon-alfa-2a
C1953|recombinant-interferon-alfa-2b
C97503|recombinant-interferon-alpha-2b-like-protein
C121542|recombinant-super-compound-interferon
C2491|pegylated-interferon-alfa
C33987|peginterferon-alfa-2a
C1845|peginterferon-alfa-2b
C1663|antineoplastic-vaccine
C38132|12-melanoma-peptide-vaccine
C28780|117-126fgf-5-peptide
C28784|27-3527lmart-1-peptide
C91719|ae37-peptidegm-csf-vaccine
C2512|afp-gene-hepatocellular-carcinoma-vaccine
C99129|aim2-1ht001-1taf1b-1-frameshift-peptide-vaccine
C148142|adenoviral-psa-vaccine-etbx-071
C79799|allogeneic-large-multivalent-immunogen-breast-cancer-vaccine
C112005|adenovirus-5-human-guanylyl-cyclase-c-padre-vaccine
C90592|amolimogene-bepiplasmid
C102541|adenovirus-psa-prostate-cancer-vaccine
C94218|anti-ctla4-moab-rnagitrl-rna-transfected-autologous-dendritic-cell-vaccine
C94217|anti-ctla4-moab-rna-transfected-autologous-dendritic-cell-vaccine
C120039|antigen-targeted-personalized-breast-cancer-vaccine
C118368|anti-ofa-immunotherapeutic-bb-mpi-03
C78478|astuprotimut-r
C74595|attenuated-live-listeria-encoding-hpv-16-e7-vaccine-adxs11-001
C1984|autologous-colon-cancer-cell-vaccine
C71036|autologous-follicular-lymphoma-derived-idiotype-vaccine
C148214|autologous-amldendritic-cell-fusion-vaccine
C116733|autologous-lymphoma-immunoglobulin-derived-scfv-chemokine-dna-vaccine
C122402|autologous-oxidized-ovarian-tumor-cell-lysate-vaccine
C28851|baculovirus-cea-protein-vaccine
C28852|baculovirus-derived-psa-protein-vaccine
C112207|bivalent-hpv1618-therapeutic-cervical-cancer-vaccine
C106267|brachyury-expressing-yeast-vaccine-gi-6301
C2059|bp16-vaccine
C70598|broad-spectrum-human-papillomavirus-vaccine-v505
C98281|ccl21-expressing-h1944-cell-vaccine
C116321|cd105yb-1sox2cdh3mdm2-polyepitope-plasmid-dna-vaccine
C62597|chp-her-2-peptide-vaccine
C78467|cmvpp65-a0201-peptide-vaccine
C121776|cancer-peptide-vaccine-s-588410
C62598|chp-ny-eso-1-peptide-vaccine-imf-001
C62675|cancer-prevention-vaccine
C74023|depdc1mphosh1-peptide-vaccine
C79806|colorectal-tumor-associated-peptides-vaccine-ima910
C123923|dna-vaccine-vb1016
C67089|dna-vector-ppra-psm-vaccine
C116709|dna-plasmid-encoding-interleukin-12-ino-9012
C120214|dpttyphoidstaphylococcus-aureusparatyphoid-aparatyphoid-b-vaccine
C120213|dptbcgmeaslesserratiapneumococcus-vaccine
C131494|hpv16-e711-19-peptide-vaccine-dpx-e7
C49064|ef-2-peptide
C114755|egfrviii-peptide-vaccine
C49063|ef-1-peptide
C74090|elpamotide
C2195|emepepimut-s
C28579|ethylchlorformate-vaccine
C2754|eso-1157-165165v-peptide
C53410|g250-peptide-vaccine
C101530|folate-binding-protein-e39-peptide-vaccine
C113660|folate-binding-protein-j65-peptide-vaccine
C74035|gd2-lactonegd3-lactone-klh-conjugate-bivalent-vaccine
C2400|gd2-klh-vaccine
C94216|gitrl-rna-transfected-autologous-dendritic-cell-vaccine
C61489|gi-4000-vaccine
C52190|gm-k562-cell-vaccine
C11571|gm2-klh-vaccineqs21
C91720|gp2-peptidegm-csf-vaccine
C2376|gm2-klh-vaccine
C48391|gmcd40l-cell-vaccine
C1692|gastrin-immunotoxin
C2100|gv-1301
C118973|genetically-modified-mage-a3-expressing-mg1-maraba-virus-vaccine
C139000|glioma-lysate-vaccine-gbm6-ad
C107502|glioblastoma-cancer-vaccine-erc1671
C119745|globo-h-dt-vaccine-obi-833
C28503|globo-h-gm2-lewis-y-muc1-32-mer-tfc-tnc-klh-conjugate-vaccine
C94211|glioblastoma-multiforme-multipeptide-vaccine-ima950
C132684|h33k27m-specific-peptide-vaccine
C148522|haah-lambda-phage-vaccine-pan-301-1
C118361|hcv-antigen-therapeutic-bivalent-vaccine-v5
C28551|globo-h-gm2-lewis-y-muc1-32aa-stnc-tfc-tnc-klh-conjugate-vaccine
C114284|h1299-tumor-cell-lysate-vaccine
C121570|hcv-dna-vaccine-ino-8000
C111689|hla-a0201-restricted-tert572ytert572-peptides-vaccine-vx-001
C84844|hla-a0201-restricted-trp2-gp100-epha2-her2-multipeptide-vaccine
C2215|her-2neu-intracellular-domain-peptide-vaccine
C128489|hla-a2-restricted-melanoma-specific-peptides-vaccine-grn-1201
C2537|her-2neu-peptide-vaccine
C2419|hpv-16-e712-20-peptide-vaccine
C38117|hpv-16-e6-18-26-peptide
C38761|hpv-16-e786-93-peptide-vaccine
C117240|hpv-16-e7-antigen-expressing-lactobacillis-casei-vaccine-bls-ilb-e710c
C29088|hpv-16-l1-vlp
C49275|hpv-18-l1-vlp
C26681|hpv-18-e613-21-peptide
C77909|hpv-dna-plasmids-therapeutic-vaccine-vgx-3100
C2063|hpv-11-vaccine
C102787|hpv-e6e7-dna-vaccine-gx-188e
C123378|hpv-6-targeting-immunotherapeutic-vaccine-ino-3106
C148539|hpv-e6e7-encoding-semliki-forest-virus-vaccine-vvax001
C121648|hpv16-l2e6e7-fusion-protein-vaccine-ta-cin
C71526|human-papilloma-virus-l1-virus-like-particle-v504-vaccine
C2403|human-papillomavirus-tumor-antigen-vaccine
C71520|human-papillomavirus-vaccine-v503
C61592|hodgkins-antigens-gm-csf-expressing-cell-vaccine
C2569|human-papillomavirus-16-e7-peptidepadre-96510
C2759|human-gp100-plasmid-dna-vaccine
C48396|human-prostate-specific-membrane-antigen-plasmid-dna-vaccine
C2067|k-ras-protein-vaccine
C82651|live-attenuated-measles-virus-vaccine
C74055|live-attenuated-listeria-encoding-human-mesothelin-vaccine-crs-207
C120103|listeria-monocytogenes-llo-psa-vaccine-adxs31-142
C148380|lm-tllo-neoantigens-vaccine-adxs-neo
C116067|long-peptide-vaccine-7
C2596|mage-12-peptide-vaccine
C120555|mag-tn3as15-vaccine
C2212|mage-3-peptide-vaccine
C62775|mage-a1-her-2neu-fbp-peptides-cancer-vaccine
C123649|mage-a3-specific-immunotherapeutic-gsk-2132231a
C129968|mage-a3-multipeptide-vaccine-gl-0817
C95741|melitac-121-peptide-vaccine
C2068|mgv-vaccine
C2465|muc-2-klh-vaccine
C2628|muc-2-globo-h-klh-conjugate-vaccine
C82417|muc1-peptide-poly-iclc-vaccine
C148171|muc1-sp-vaccine
C97344|mvf-her-2597-626mvf-her-2-266-296-peptide-vaccine
C2232|muc1-klh-conjugate-vaccine
C2637|mvf-her-2628-647-crl-1005-vaccine
C123382|mvx-1-loaded-macrocapsuleautologous-tumor-cell-vaccine-mvx-onco-1
C82675|mammaglobin-a-dna-vaccine
C96041|melan-amage-3dp4-peptide-vaccine
C123381|mimotope-p10s-padre-peptide-vaccine
C48411|mouse-prostate-specific-membrane-antigen-plasmid-dna-vaccine
C48410|mouse-gp100-plasmid-dna-vaccine
C128898|multi-epitope-anti-folate-receptor-peptide-vaccine-tpiv-200
C101777|multi-epitope-folate-receptor-alpha-peptide-vaccine
C125692|multipeptide-vaccine-s-588210
C77877|murine-tyrp2-plasmid-dna-vaccine
C70969|mycobacterium-w
C96042|na-17mage-3a2ny-eso-1-peptide-vaccine
C2680|na17a2-peptide-vaccine
C62452|ny-eso-1-plasmid-dna-cancer-vaccine
C113432|ny-eso-1gla-se-vaccine-id-g305
C99228|nelipepimut-s-plus-gm-csf-vaccine
C138149|neoantigen-dna-based-pancreatic-cancer-vaccine
C135018|neoantigen-hsp70-peptide-cancer-vaccine
C118960|neoantigen-based-glioblastoma-vaccine
C84872|non-small-cell-lung-cancer-mrna-derived-vaccine-cv9201
C26645|ose-2101
C150400|oral-pancreatic-cancer-vaccine-v3-p
C2783|oncovax-idil-2-vaccine
C148144|oral-therapeutic-vaccine-v3-x
C148146|pd-l1-peptide-vaccine
C148154|pd-l1ido-peptide-vaccine
C48414|ovarian-cancer-peptide-vaccine
C49023|pax3fkhr-peptide-vaccine
C29337|psa-op-peptide-vaccine
C114289|psail-2gm-csf-vaccine
C107243|pep-cmv-vaccine
C2497|psa-prostate-cancer-vaccine
C29338|psa154-163155l-peptide-vaccine
C78819|psmatarp-peptide-vaccine
C97034|pentavalent-klh-conjugate-vaccine
C136466|personalized-genomic-vaccine-001
C129935|personalized-peptide-cancer-vaccine-neo-pv-01
C121947|personalized-synthetic-long-peptide-breast-cancer-vaccine
C2718|poly-microsphere-encapsulated-her2neu-oral-vaccine
C148534|polyinosinic-polycytidylic-acidinactivated-rabies-virus-vaccine-ys-on-001
C77870|polyvalent-antigen-klh-conjugate-vaccine
C71723|prostate-cancer-vaccine-ony-p1
C2438|ras-peptide-cancer-vaccine
C29401|rasvac-c
C29402|rasvac-v
C116880|recombinant-anti-wt1-immunotherapeutic-gsk2302024a
C70674|recombinant-human-egf-rp64kmontanide-isa-51-vaccine
C94210|recombinant-human-fusion-protein-l19tnfalpha
C103830|recombinant-human-hsp110-gp100-chaperone-complex-vaccine
C48395|recombinant-human-papillomavirus-bivalent-vaccine
C82371|recombinant-saccharomyces-cerevisia-cea610d-expressing-vaccine-gi-6207
C49177|recombinant-dher2-vaccine
C70968|renal-cell-carcinoma-peptides-vaccine-ima901
C69076|rindopepimut
C2501|stn-klh-plus-detox-vaccine
C95705|svn53-67m57-klh-peptide-vaccine
C2556|salmonella-vnp20009
C48420|sargramostim-plasmid-dna-hepatocellular-carcinoma-vaccine-adjuvant
C2429|sargramostim-plasmid-dna-sarcoma-vaccine
C97951|survivin-antigen-vaccine-dpx-survivac
C71741|survivin-sur1m2-peptide-vaccine
C1690|sialyl-tn-klh-vaccine
C28549|synchrovax-sem-plasmid-dna-vaccine
C61076|synthetic-breast-cancer-peptides-tetanus-toxoid-montanide-isa-51-vaccine
C100099|synthetic-breast-cancer-peptides-tetanus-toxoid-poly-iclc-vaccine
C116331|synthetic-glioblastoma-tumor-associated-peptides-vaccine-therapy-apvac1
C111037|synthetic-long-e6e7-peptides-vaccine-hpv-01
C48639|synthetic-melanoma-associated-antigens-vaccine
C67098|synthetic-peptides-e-pra-and-e-psm-vaccine
C142139|synthetic-htert-dna-vaccine-ino-1401
C85462|tarp-27-35-peptide-vaccine
C85463|tarp-29-37-9v-peptide-vaccine
C2640|telomerase-540-548-peptide-vaccine
C62756|tertomotide
C2529|tfc-klh-conjugate-vaccine
C122396|tetravalent-rna-lipoplex-cancer-vaccine
C91077|therapeutic-breastovarianprostate-peptide-cancer-vaccine-dpx-0907
C107681|tumor-cell-derived-dribbles-vaccine
C95212|urlc10-cdca1-koc1-multipeptide-vaccine
C74088|urlc10-ttk-koc1-vegfr1-vegfr2-multipeptide-vaccine
C74087|urlc10-peptide-vaccine
C104747|uv1-telomerase-peptide-vaccine
C61069|v930-vaccine
C99378|vegfr-2-dna-vaccine-vxm01
C77895|vegfr1-1084-peptide-vaccine
C2811|verpasep-caltespen
C2432|vitespen
C104738|wt1-124-138-peptide-vaccine
C104734|wt1-235-243-peptide-vaccine
C61442|wt1-126-134-peptide-vaccine
C104737|wt1-247-261-peptide-vaccine
C102751|wt1-peptide-vaccine-wt2725
C121957|wt1-protein-derived-peptide-vaccine-dsp-7888
C78865|wt1-a10as01b-immunotherapeutic-gsk2130579a
C90552|bi-shrna-furingm-csf-expressing-autologous-tumor-cell-vaccine
C106257|wt1-peptide-vaccine-ocv-501
C64635|wt1-analog-peptide-vaccine
C143956|evlp-cmv-gb-pp65-plus-gm-csf-vbi-1901
C2763|gp100-es209-217210m-peptide
C2760|gp100-and-gm-csf-dnagold-vaccine
C103823|xbp1-usxbp1-spcd138cs1-multipeptide-vaccine-pvx-410
C29555|gp100-protein-184v
C2764|gp100154-162-peptide-vaccine
C119737|htert-encoding-dna-vaccine-invac-1
C148239|mrna-based-personalized-cancer-vaccine-nci-4650
C146813|mrna-based-personalized-cancer-vaccine-mrna-4157
C49022|gp100209-217210m-peptide-vaccine
C111574|mrna-derived-lung-cancer-vaccine-bi-1361849
C106231|mrna-derived-prostate-cancer-vaccine-cv9104
C2765|gp10017-25-peptide
C96737|pdom-wt1-37-dna-vaccine
C96738|pdom-wt1-126-dna-vaccine
C107166|pbcar3-phosphopeptide-tetanus-peptide-vaccine
C107168|pbcar3pirs2-phosphopeptide-tetanus-peptide-vaccine
C107167|pirs2-phosphopeptide-tetanus-peptide-vaccine
C61146|pngvl3-hicd-vaccine
C88289|pngvl4a-crte7detox-dna-vaccine
C2205|bcr-abl-peptide-vaccine
C69082|bcr-abl-p210-b3a2-breakpoint-derived-pentapeptide-vaccine
C61309|bcr-abl-b2a2-derived-peptide-vaccine
C61310|bcr-abl-b3a2-derived-peptide-vaccine
C2492|von-hippel-lindau-peptide-vaccine
C28776|h115dvhl35-peptide
C38122|vhl-42-65-76v74g-peptide
C2741|vhl14-peptide
C29065|frsh61-mea-vhl33-peptide
C2824|vhl2-y12m-peptide
C2740|vhl16-peptide
C38123|vhl-59-116-128-peptide
C2590|anti-idiotype-vaccine
C28330|anti-idiotype-specified-monoclonal-antibody
C2709|anti-idiotype-muc-1-monoclonal-antibody
C2382|anti-idiotypic-monoclonal-antibody-bec2
C29112|interleukin-2-anti-idiotype-vaccine
C2771|klh-lymphoma-ig-vaccine
C2782|myeloma-ig-id-klh-conjugate-vaccine
C2822|unconjugated-myeloma-ig-id
C2821|unconjugated-lymphoma-ig-id
C2841|peripheral-blood-lymphocyte-vaccine
C38119|eso-1-reactive-autologous-peripheral-blood-lymphocyte
C48816|renal-tumor-reactive-autologous-peripheral-blood-lymphocyte
C2781|mov-pbl-vaccine
C2762|gp100-pulsed-peripheral-blood-mononuclear-cell
C38124|gp100-reactive-autologous-peripheral-blood-lymphocyte
C2517|melanoma-vaccine
C91722|4-peptide-melanoma-vaccine
C98282|allogeneic-gm-csf-secreting-lethally-irradiated-whole-melanoma-cell-vaccine
C107169|allogeneic-hla-a24-1bb-ligand-expressing-melanoma-vaccine
C2745|b7-transfected-melanoma-cell-vaccine
C2442|canarypox-hil-12-melanoma-vaccine
C90543|dcr-ligand-bearing-liposome-encapsulated-melanoma-antigens-vaccine
C103862|allogeneic-irradiated-melanoma-cell-vaccine-csf470
C38700|melanoma-helper-peptide-vaccine
C61495|melan-a-vlp-vaccine
C80046|b16alphagal-melanoma-vaccine
C91380|melanoma-trp2-ctl-epitope-vaccine-scib1
C38695|multi-epitope-melanoma-peptide-vaccine
C68999|ny-eso-1b-peptide-vaccine
C26680|ny-eso-b
C112003|neoantigen-based-melanoma-poly-iclc-vaccine
C2467|peptide-946-tetanus-peptide-conjugate-melanoma-vaccine
C2466|peptide-946-melanoma-vaccine
C2469|peptide-946-tetanus-peptide-conjugate-melanoma-vaccineqs21
C2430|sargramostim-plasmid-dna-melanoma-vaccine-adjuvant
C2468|tetanus-peptide-melanoma-vaccine
C16167|gp100-human-melanoma-peptide-vaccine-with-incomplete-freunds-adjuvant
C68839|xenogeneic-tyrosinase-dna-vaccine
C1633|polyvalent-melanoma-vaccine
C1973|cancervax
C2657|ny-eso-1-peptide-vaccine
C28775|eso-1-161-180-peptide-vaccine
C1981|autologous-cell-melanoma-vaccine
C1982|autologous-dinitrophenyl-vaccine
C28308|apc-vaccine
C28310|dendritic-cell-vaccine
C74000|aml-mrna-positive-lysate-loaded-autologous-dendritic-cell-vaccine
C90542|adenovirus-p53-transduced-dendritic-cell-vaccine
C97265|allogeneic-aml-antigen-expressing-dendritic-cell-vaccine
C61098|adenovirus-her2-transduced-autologous-dendritic-cell-vaccine
C99902|allogeneic-dendritic-cell-vaccine-combig-dc
C61434|allogeneic-dendritic-cell-myeloma-idiotype-vaccine
C91378|alpha-fetoprotein-peptide-pulsed-autologous-dendritic-cell-vaccine
C121856|autologous-dendritic-cell-vaccine-act2001
C26445|autologous-dendritic-cell-adenovirus-p53-vaccine
C61077|autologous-dendritic-cell-autologous-tumor-mrna-human-cd40l-vaccine
C148241|autologous-dendritic-cells-transduced-with-wild-type-p53-adenovirus-vaccine
C74016|autologous-dendritic-cell-tumor-fusion-vaccine
C85452|autologous-lymphoma-cell-lysate-pulsed-autologous-dendritic-cell-vaccine
C74015|autologous-dendritic-cell-adenovirus-ccl21-vaccine
C90571|autologous-melanoma-lysate-pulsed-autologous-dendritic-cell-vaccine
C90572|autologous-melanoma-lysateklh-pulsed-autologous-dendritic-cell-vaccine
C111900|autologous-melanoma-lysateny-eso-1-pulsed-autologous-dendritic-cell-vaccine
C127115|autologous-neuroblastoma-lysateklh-pulsed-dendritic-cell-vaccine
C48376|autologous-dendritic-cell-allogeneic-melanoma-tumor-cell-lysate-vaccine
C78830|autologous-ofa-ilrp-rna-transfected-dendritic-cell-vaccine
C95759|autologous-ovarian-tumor-cell-lysate-pulsed-dendritic-cell-vaccine
C121848|autologous-nsclc-peptide-specific-dendritic-cell-vaccine
C85479|autologous-renal-cell-carcinoma-tumor-lysate-pulsed-dendritic-cell-vaccine
C105806|autologous-sarcoma-lysate-pulsed-dendritic-cell-vaccine
C90560|autologous-trimix-dc-melanoma-vaccine
C126797|autologous-tumor-associated-peptide-antigen-pulsed-dendritic-cell-vaccine
C113794|cd133-antigen-peptide-pulsed-autologous-dendritic-cell-vaccine
C116740|cmv-pp65-peptide-pulsed-autologous-dendritic-cell-vaccine
C97665|cyclin-b1-peptide-pulsed-autologous-dendritic-cell-vaccine
C114496|glioma-associated-peptide-loaded-dendritic-cell-vaccine-sl-701
C74036|glioma-associated-antigen-peptide-pulsed-autologous-dendritic-cell-vaccine
C73986|dc-ova-vaccine
C71760|dendritic-cell-idiotype-keyhole-limpet-hemocyanin-vaccine
C114293|her2-pulsed-autologous-type-1-polarized-dendritic-cell-vaccine
C84845|host-dendritic-cell-vaccine-001-mssmbiir
C78448|mesothelioma-tumor-lysate-pulsed-autologous-dendritic-cell-vaccine
C74042|idiotype-pulsed-autologous-dendritic-cell-vaccine-apc8020
C131287|klhny-eso-1mart-1-peptide-pulsed-dendritic-cell-vaccine
C123921|miha-loaded-pd-l1l2-silenced-dendritic-cell-vaccine
C74057|malignant-glioma-tumor-lysate-pulsed-autologous-dendritic-cell-vaccine
C85470|multi-epitope-tarp-pulsed-autologous-dendritic-cell-vaccine
C114380|ny-eso-1157-165-peptide-pulsed-autologous-dendritic-cell-vaccine
C120129|ny-eso-1mart-1-peptide-pulsed-dendritic-cell-vaccine
C92573|psa-papklh-pulsed-autologous-dendritic-cell-vaccine
C141422|neoantigen-loaded-autologous-dendritic-cell-vaccine
C103192|plasmacytoid-dendritic-cell-vaccine
C114285|survivinp53her2-antigen-loaded-autologous-dendritic-cell-vaccine
C74079|synthetic-brain-tumor-peptides-pulsed-autologous-dendritic-cell-vaccine
C99114|trp2-mrna-electroporated-autologous-langerhans-type-dendritic-cell-vaccine
C116913|total-tumor-rna-loaded-dendritic-cell-vaccine
C88260|wt1-mrna-electroporated-autologous-dendritic-cell-vaccine
C120185|wt1-peptide-loaded-allogeneic-dendritic-cell-vaccine
C116888|htert-lamp-mrna-loaded-autologous-dendritic-cell-vaccine-grnvac1
C99116|htert-mrnasurvivin-peptide-double-loaded-autologous-dendritic-cell-vaccine
C1987|dendritic-cell-tumor-peptide-vaccine
C48640|apc8015f
C2439|carcinoembryonic-antigen-rna-pulsed-dc-cancer-vaccine
C2426|dendritic-cell-mart-1-peptide-vaccine
C2214|dendritic-cell-gp100-mart-1-antigen-vaccine
C2473|dendritic-cell-cea-peptide-vaccine
C2576|dendritic-cell-recombinant-prostate-specific-membrane-antigen-vaccine
C2057|lapuleucel-t
C1988|dendritic-cell-tumor-cell-lysate-vaccine
C2540|mutant-p53-peptide-pulsed-dendritic-cell-vaccine
C2236|psa-rna-pulsed-dendritic-cell-vaccine
C2341|tumor-cell-derivative-vaccine
C64785|adrtvp-1-transduced-prostate-cancer-cell-based-vaccine
C78832|lvil-2b71-transduced-aml-blast-vaccine
C2817|tumor-cell-vaccine-plus-bcg
C1983|allogeneic-tumor-cell-vaccine
C70985|allogeneic-b71hla-a1-transfected-tumor-cell-vaccine
C119759|allogeneic-cellular-vaccine-1650-g
C146711|allogeneic-gm-csf-secreting-breast-cancer-vaccine-sv-br-1-gm
C90540|allogeneic-gm-csf-based-myeloma-cell-vaccine
C48371|allogeneic-gm-csf-secreting-breast-cancer-vaccine
C101892|allogeneic-gm-csf-secreting-tumor-vaccine-panc-1005-pcdna-1gm-neo
C78862|allogeneic-large-multivalent-immunogen-melanoma-vaccine-lp2307
C101891|allogeneic-gm-csf-secreting-tumor-vaccine-panc-603-pcdna-1gm-neo
C78861|allogeneic-melanoma-vaccine-agi-101h
C95213|allogeneic-renal-cell-carcinoma-vaccine-mgn1601
C2055|allogenic-glioma-cancer-vaccine
C117725|autologous-hnscc-dna-transfected-semi-allogeneic-fibroblasts-mrc-5-vaccine
C73438|belagenpumatucel-l
C82416|autologous-nsclc-dna-transfected-semi-allogeneic-fibroblasts-mrc-5-vaccine
C97666|brain-tumor-initiating-cell-vaccine
C2464|cd80-breast-cancer-vaccine
C1830|melanoma-theraccine
C78487|il-2lptn-gene-modified-allogeneic-neuroblastoma-tumor-cell-vaccine
C2445|sargramostim-plasmid-dna-pancreatic-tumor-cell-vaccine
C2428|pa-1-stk-ovarian-carcinoma-vaccine
C113653|gp96-secreting-allogeneic-bladder-cancer-cell-vaccine-hs-410
C66985|tergenpumatucel-l
C1980|autologous-tumor-cell-vaccine
C118852|autologous-cd40l-expressing-b-cll-vaccine
C78193|autologous-dinitrophenyl-modified-ovarian-cancer-vaccine
C48377|autologous-ebv-transformed-b-lymphoblastoid-tumor-fusion-cell-vaccine
C28682|aut-ov-alvac-hb71-vaccine
C53443|autologous-epstein-barr-virus-transformed-b-lymphoblastoid-cell-vaccine
C82388|autologous-gm-csf-secreting-breast-cancer-vaccine
C118851|autologous-il-2-expressing-b-cll-vaccine
C26446|dendritic-cell-autologous-lung-tumor-vaccine
C85456|dinitrophenyl-modified-autologous-renal-cell-carcinoma-tumor-cell-vaccine
C113650|ivac-mutanome-vaccine
C120306|personalized-polyepitope-plasmid-dna-breast-cancer-vaccine
C2023|autologous-cell-leukemia-vaccine
C112206|autologous-tumor-cell-proteoliposome-chronic-lymphocytic-leukemia-vaccine
C1978|gvax-cancer-vaccine
C104419|autologous-gm-csf-secreting-lethally-irradiated-leukemia-cell-vaccine
C2525|gvax-prostate-cancer-vaccine
C1979|gvax-lung-cancer-vaccine
C91707|gvax-pancreatic-cancer-vaccine
C273|antimitotic-agent
C91080|cenp-e-inhibitor-gsk-923295
C67443|mitotic-enzyme-modulator
C49091|bi-2536
C67440|mitotic-kinesin-modulator
C90557|eg5-kinesin-related-motor-protein-inhibitor-4sc-205
C82694|eg5-kinesin-related-motor-protein-inhibitor-arq-621
C68937|ksp-inhibitor-arry-520
C38131|ispinesib
C64522|ksp-inhibitor-azd4877
C77518|ispinesib-mesylate
C49174|mk0731
C1758|tritylcysteine
C88328|litronesib
C52199|sb-743921
C25974|tubulin-binding-agent
C80589|noscapine
C61103|noscapine-hydrochloride
C73815|cevipabulin-fumarate
C77064|cevipabulin
C96746|cevipabulin-succinate
C118450|epothilone-analog-utd1
C77892|epothilone-kos-1584
C73258|erbulozole
